478,2
477,3
451,4
951,5
493,6
1039,7
463,8
912,9
249,10
279,11
1064,12
278,13
6,14
906,15
1114,16
1127,17
1117,18
1000,19
1004,20
1035,21
1149,22
390,23
1005,24
1119,25
805,26
822,27
823,28
817,29
1091,30
815,31
1092,32
1006,33
967,34
616,35
653,36
922,37
595,38
594,39
940,40
583,41
581,42
1128,44
647,45
1155,46
577,47
958,48
677,49
902,53
157,54
177,55
476,56
589,57
261,58
263,59
903,60
612,61
437,62
289,63
160,64
935,65
162,66
1017,67
1090,68
176,69
282,70
745,71
659,73
1019,75
196,76
814,77
1144,78
629,79
183,80
591,81
191,82
1047,83
997,84
998,85
926,86
611,87
588,88
199,91
955,92
619,93
553,94
829,96
631,97
808,99
923,100
1136,102
628,104
586,105
371,106
310,107
394,108
365,109
489,110
1158,111
352,113
826,114
561,116
315,117
392,118
1131,119
1121,120
1002,121
1130,122
364,123
1122,124
61,125
62,126
60,127
12,128
1112,129
43,130
1101,131
23,132
644,133
350,134
698,135
526,136
584,137
570,138
324,139
195,141
525,142
718,143
798,144
680,145
766,146
621,147
208,148
545,149
344,150
542,151
649,152
1058,153
749,154
1120,155
1123,157
777,158
618,161
1110,162
565,163
648,164
748,165
602,166
596,167
148,168
137,169
119,170
168,171
129,172
516,173
332,174
608,175
380,178
192,180
632,181
778,183
780,184
1160,185
787,186
161,188
775,189
614,193
53,195
383,197
80,198
783,199
54,200
791,202
290,203
280,204
34,205
331,206
194,207
544,208
72,209
210,210
30,211
637,212
330,214
44,215
924,216
185,217
75,218
536,219
381,221
839,223
535,224
45,225
395,226
904,229
636,230
849,231
96,232
184,233
851,234
852,235
836,236
881,237
797,238
893,239
104,241
106,242
55,243
859,244
757,245
85,246
956,248
625,249
64,250
741,253
761,254
965,256
70,257
862,258
899,259
1081,260
539,261
538,262
687,264
683,266
695,268
272,270
294,271
253,272
226,273
255,275
890,276
697,277
274,278
275,279
357,280
339,281
900,282
431,283
412,284
415,285
416,287
327,288
414,289
292,291
736,292
1099,294
730,295
795,296
403,297
418,298
977,299
981,300
288,301
120,302
297,303
1066,304
52,306
1152,308
727,310
1065,312
122,314
132,315
134,316
1095,317
419,318
927,319
685,320
299,321
813,322
801,323
124,324
811,325
800,326
277,327
812,328
1068,329
338,330
435,332
273,333
884,335
874,336
319,337
1085,338
1074,339
755,340
743,341
456,342
735,343
354,346
351,347
726,349
641,352
400,355
551,356
499,360
22,366
968,368
84,369
966,370
368,371
957,373
33,374
458,378
479,380
732,381
487,382
446,383
719,386
417,387
1052,388
1012,389
1020,390
1051,391
879,393
888,394
1050,396
706,397
707,398
399,399
705,400
708,401
990,406
359,410
620,411
652,412
152,414
1118,415
1116,416
114,417
509,418
369,419
174,422
747,424
505,427
76,428
1132,429
709,430
670,432
1157,437
377,438
622,440
135,441
9,443
4,444
665,445
450,446
442,447
440,448
452,449
504,451
90,454
681,455
491,457
485,459
675,462
871,464
833,467
840,470
667,471
854,472
842,476
490,478
342,481
443,484
1156,485
69,487
207,491
206,492
223,493
220,494
466,498
710,500
1129,501
388,505
828,507
348,516
387,518
1103,520
548,523
559,524
349,526
1102,528
397,529
546,530
1111,531
873,533
892,537
260,540
640,544
819,548
947,549
202,552
100,553
700,555
1108,556
203,559
963,561
1003,562
147,568
953,570
15,571
946,573
464,574
475,576
642,581
634,583
907,584
905,585
398,586
389,587
115,591
1027,593
1038,594
1126,595
113,603
954,606
541,610
532,611
676,618
678,621
664,623
125,628
915,631
717,636
65,640
607,641
457,646
606,648
248,649
482,654
655,655
453,660
494,662
960,663
521,666
573,668
481,669
522,670
564,673
314,675
29,677
46,678
770,679
781,680
68,681
785,683
782,684
306,685
78,688
271,690
5,692
95,694
63,695
911,698
86,700
992,705
945,706
739,709
704,712
788,714
793,716
1105,717
790,720
47,721
38,722
858,729
792,730
630,735
996,737
1143,742
673,745
1100,747
654,748
857,756
638,760
796,764
658,766
663,767
760,768
320,770
304,771
656,777
832,778
662,780
1,783
994,785
989,786
995,788
361,789
988,794
472,795
993,796
322,802
650,804
500,807
169,809
786,813
686,814
117,817
615,818
101,820
1079,823
57,825
14,826
1062,836
93,838
1028,840
1045,846
506,848
520,849
411,850
408,854
422,856
523,859
861,867
974,870
1151,871
98,878
503,880
343,884
356,885
1093,889
1141,893
406,894
1049,896
563,902
507,903
1007,906
885,909
11,910
130,912
25,913
936,914
515,915
131,916
1032,917
979,919
1078,925
527,928
423,929
35,939
337,941
1023,945
580,952
576,954
661,961
938,967
517,968
123,969
514,971
567,976
512,984
111,985
529,995
569,996
510,997
571,1003
845,1007
1059,1009
530,1012
454,1018
711,1020
701,1023
508,1024
702,1025
835,1026
238,1030
688,1032
742,1035
252,1037
689,1038
335,1039
326,1046
848,1048
1150,1051
1097,1057
901,1059
502,1060
317,1066
894,1072
891,1073
1060,1078
1083,1081
975,1082
1053,1091
262,1092
211,1102
225,1106
270,1110
386,1115
999,1118
179,1123
409,1124
370,1131
952,1133
572,1148
427,1150
333,1153
942,1156
259,1159
600,1162
227,1166
163,1170
950,1173
154,1174
917,1182
895,1186
182,1191
985,1192
558,1195
601,1196
692,1206
425,1211
643,1216
560,1220
626,1223
1104,1239
713,1248
599,1251
624,1257
462,1260
205,1265
460,1266
765,1269
1054,1271
107,1272
432,1274
724,1278
471,1279
8,1297
362,1298
818,1308
723,1313
547,1315
703,1316
110,1332
728,1333
153,1336
448,1341
976,1349
948,1351
768,1358
250,1361
876,1372
1148,1374
579,1377
59,1401
1153,1404
684,1409
88,1412
944,1416
74,1422
1034,1445
816,1462
121,1463
1031,1464
173,1466
1013,1471
1087,1477
384,1478
382,1479
897,1485
604,1491
646,1498
617,1509
151,1512
725,1517
959,1523
48,1531
66,1534
896,1539
355,1543
323,1545
334,1550
715,1560
1022,1566
1024,1570
309,1579
920,1585
914,1596
360,1598
254,1606
919,1608
1133,1614
843,1635
237,1637
187,1644
189,1646
139,1650
540,1651
982,1675
931,1684
825,1687
867,1693
827,1726
420,1729
483,1731
138,1732
345,1739
246,1740
613,1750
1140,1754
824,1776
758,1777
769,1778
193,1791
302,1795
407,1796
429,1801
731,1809
513,1814
375,1842
396,1848
1029,1849
433,1853
413,1854
405,1878
834,1880
308,1885
300,1893
89,1894
358,1896
73,1903
39,1920
13,1922
401,1928
585,1931
860,1935
961,1954
921,1958
830,1960
1069,1966
71,1971
376,1985
336,2003
1077,2007
1030,2021
316,2036
875,2044
609,2064
215,2066
212,2067
229,2079
682,2111
149,2118
939,2124
318,2136
311,2164
286,2181
155,2203
284,2204
933,2207
1015,2216
744,2222
341,2241
962,2243
329,2245
751,2260
821,2285
855,2299
753,2303
733,2309
562,2330
498,2345
301,2389
1096,2414
1072,2422
303,2439
172,2459
694,2472
1001,2473
672,2477
79,2481
230,2482
166,2485
379,2493
366,2503
283,2516
391,2550
880,2566
872,2571
568,2596
1082,2605
794,2612
1026,2614
932,2620
1061,2626
669,2644
720,2657
1008,2704
1036,2706
651,2751
734,2761
738,2765
1086,2774
524,2778
204,2800
58,2817
281,2838
480,2847
1115,2873
627,2890
767,2927
136,2930
1071,2944
36,2966
180,3020
971,3040
882,3042
497,3049
496,3050
925,3076
549,3083
1070,3173
436,3174
1113,3221
465,3236
222,3286
759,3320
534,3347
657,3378
495,3405
864,3412
868,3462
461,3475
779,3482
28,3509
488,3511
449,3558
863,3564
1106,3570
550,3574
696,3651
691,3666
928,3730
806,3772
224,3777
1010,3796
750,3805
128,3822
473,3834
740,3854
1048,3856
444,3862
410,3874
112,3938
492,3977
980,3981
887,3995
623,4019
18,4104
1134,4114
869,4190
1138,4257
126,4258
853,4325
197,4406
469,4449
213,4475
877,4529
441,4557
474,4560
1037,4570
1044,4572
455,4587
175,4651
556,4654
1018,4754
181,4792
164,4807
158,4840
592,4869
32,4970
470,4976
714,5082
1089,5118
1075,5137
188,5389
486,5412
27,5476
511,5512
228,5553
221,5632
1041,5828
575,5854
217,5867
1055,5873
531,5880
756,5919
1137,5947
645,5985
518,6020
447,6157
746,6301
772,6330
909,6386
693,6624
77,6660
519,6915
459,6924
325,6978
10,7012
943,7208
973,7220
856,7248
1125,7358
752,7381
1014,7536
716,7608
501,7788
552,7821
533,7886
445,7969
1146,8003
582,8018
838,8163
24,8265
803,8807
430,9007
159,9113
593,9504
941,9738
235,9760
1067,9992
930,10271
3,10314
574,10440
866,11212
809,11227
987,11417
1145,11612
439,12289
1139,12343
1043,13451
102,13564
367,13874
699,14975
660,15507
287,15872
236,16008
1142,16320
1124,16379
167,16495
929,17278
774,17532
1046,18609
671,19535
1009,19709
865,21749
949,21982
578,22156
1088,23259
97,23917
1021,24353
712,26177
328,26279
605,26657
1107,30653
1033,31739
285,33578
633,34091
295,34121
804,34532
969,35432
109,35856
468,35980
820,37116
426,38440
49,39998
256,45296
1016,46871
171,46964
1063,47796
807,57036
528,62364
597,64788
802,70631
346,90585
984,91737
799,93584
307,95600
305,98132
776,101924
1159,162536
986,183085
198,188402
165,189045
964,214123
467,235737
363,246541
763,247702
402,253067
679,254997
353,259623
918,299986
201,326804
543,351093
243,389948
313,416430
810,432428
133,549213
870,567280
831,661366
789,894899
231,988523
554,1037356
232,1176050
424,1482461
276,1562025
421,2415416
846,3309961
847,3878121
771,4591787
910,4828797
